,0
2917,GesundheitTäglich aktuelle Corona-Zahlen und Regeln für den Landkreis Rastatt: Hier erfahren Sie die neuesten RKI-Daten zum Coronavirus von 7-Tage-Inzidenz bis Impfungen sowie Neuinfektionen und... 
2918,In Frankreich fallen aktuell 10-15% der Beschäftigten krankheitsbedingt (nicht Quarantänebedingt) aus. Frankreich hatte vor zwei Wochen die Maskenpflicht abgeschafft. Aktuell wird über die Rückkehr zur Maskenpflicht debattiert. Erste Unternehmen gehen den Schritt bereits. 
2919,"Nicht impfen aus Angst vor Blutgerinseln, erhöht die Gefahr von Blutgerinseln. "
2920,Braucht ihr zuverlässige und unabhängige Infos zum Thema #Coronavirus und #Covid19? 
2921,"Krankenschwester aus :\n""Ich habe ein 10-jähriges Kind mit einem Herzinfarkt transportiert. Ich musste 30 Minuten mit dem Arzt streiten. Ich musste seine Hand zwingen, ein EKG zu machen, das aufgrund des Covid19-*mpfstoffs eindeutig einen Myokardinfarkt zeigt."" "
2922,Wie steht's mit den Impfungen? - #Corona #Coronavirus #Covid19 #Impfen #Impfung #Pandemie #Science #Vaccination #Wissenschaft 
2923,"Es ist in den seltensten Fällen die Entscheidung einer Einzelperson, die eine Gesellschaft dahin bringt, wo sie steht. Jedoch können einzelne Personen großen Einfluss auf bestimmte Entwicklungen haben.\nReminder aus 2020/21 zur Kita-Corona-Studie\n\nDanke an @username "
2924,"Ich bin Mutter und alleinerziehend ohne weitere Familie. Ich trage die Entscheidung auf Biegen und Brechen Regelbetrieb zu fahren nicht mit. Ich möchte nicht angesteckt werden, da meine Tochter mir 14 allein dastehen würde \n \n#BildungStattPraesenzpflicht \n#TeamSichereBildung "
2925,"Ab Sonntag, 9. Mai 2021 ist im Kreis Minden-Lübbecke wieder »Click and Meet« im Einzelhandel möglich – mit Termin, negativem #Coronavirus-Schnelltest oder Immunisierung durch vollständigem Impfschutz oder durchgemachter #Covid19-Infektion. "
2926,"25 Millionen Afrikaner sind durch die Heuschreckenplage von Hungersnot betroffen, 25 afrikanische Staaten stehen wegen CoVid-19 vor den Staatsbankrott. Kennt Ihre ""volle Solidarität"" Grenzen oder wie stellen Sie sich Hilfe für so viele Menschen vor?"
2927,"So so, der Krankenhausaufenthalt wegen COVID-19 kostet mehr als die Impfung. Wie gut, dass es keine Geimpften mit COVID in den Krankenhäusern gibt. "
2928,"Ein Hausarzt in Kesselsdorf bekommt seine 400 #CoronaSN-Astra-Dosen nicht los. Impft notfalls auch U60, wenn man unterschreibt. Auch Leute aus #Dresden können kommen (15-30 min Fahrzeit). Wer also Termin sucht, Doktor Michael Klug kontaktieren! "
2929,Smarte Gesundheit 2021: Durchbruch in digitaler Versorgung? \n\n ist wichtiger Standort in Impfstoff- + Medikamentenentwicklung @username Rechtzeitiges Erkennen &amp; Behandeln schützt vor Todesfällen in Kliniken auch bei #Covid19\n\nHier lesen 
2930,"Ich bin mir nicht sicher, ob man hier tatsächlich in der Vergangenheit reden sollte (...Personen geprägt wurde...) "
2931,Nur bis wir einen Impfstoff haben. \n\nNur bis alle geimpft sind.\nZweimal.\n\nUnd nochmal. \n\nNur bis wir einen Impfstoff gegen alle Mutanten haben... 
2932,"Sehr gut das geimpft wird. Aber mal eine Relation wie viel Impfstoff noch nötig: 1000 Dosen sind etwas mehr Personal als im Klinikum im Friedrichshain. 1 von 10 KLINKEN beider Konzerne. Hinzukommen 2 Pflegedienste, ca 12 Pflegeeinrichtungen\nBeide Unternehmen haben fast 30.000 ANs "
2933,"Ich habe es satt, mich für meine Vorsicht zu rechtfertigen. Das nächste Mal hole ich einfach diesen Thread hervor, rücke meine FFP3 zurecht und gehe weiter. #CovidIsNotOver "
2934,"3 Jahre Corona- 3 Jahre fahre ich mit Maske Deutsche Bahn- Heute früh im Stress einmal die Maske vergessen (Ich habe sie vorher noch nie vergessen) und du wirst behandelt wie Scheiße- ""Sofort aus dem Zug raus"" #Re5 #Bahn #coronavirus"
2935,"Freut euch auf 2022. \n\nNach der #Bundestagswahl werden besonders Menschen mit wenig Einkommen noch stärker zur Kasse gebeten, weil ""wir alle"" die Kosten der #Coronavirus-Pandemie schultern müssen, die Reichen aber die Lobby haben. /TN "
2936,"Ich hatte die Leute, die sich nicht impfen, als ""enthirnt"" bezeichnet und dafür jede Menge Hate abbekommen. Es tut mir leid: Ich habe vergessen zu sagen, dass es darüber hinaus auch einfach nur asozial ist. #COVID19 #Impfpflicht"
2937,"Ich habe heute 2 #COVID19 Patienten betreut. Beide beatmet, beide mit ECMO. Ich war im gesamten Spätdienst mit zwei kurzen Unterbrechungen (Medikamente vorbereiten/Trinken) die ganze Zeit im Zimmer mit den Patienten beschäftigt. \n\n1/3"
2938,"Ist euch aufgefallen, daß die Definition von #Corona Impfschutz geändert wurde? Früher hieß es: #Impfung schützt mindestens zu 98% vor #COVID19 Infektion. Heute heißt es: Impfung schützt nicht vor Infektion, aber zumindest vor schwerem Verlauf...bin gespannt auf morgen :)"
2939,"Nun die neuste Quatsch-Behauptung zur Diagnostik, dass die #SARSCoV2-PCR Erkältungscoronaviren detektieren würde. Mal ein Genom-Alignment machen &amp; schauen, wo Primer &amp; Sonden liegen. Wer nicht versteht, was dieser Satz meint, sollte sich auch nicht zur PCR äußern. #COVID19 "
2940,"Falls sich bei meinem Tweet gestern die Frage gestellt hat, warum man gerade in der Pandemie über #MEcfs informiert sein sollte, möchte ich gerne diesen sehr guten Thread dazu empfehlen. Es werden durch Covid-19 wohl hunderttausende ME/CFS-Fälle dazukommen "
2941,"Tausende Menschen sitzen in Camps auf den GR Inseln unter schlimmsten Bedingungen fest. Das\ntödliche Coronavirus ist in den Lagern ausgebrochen. Gleichzeitig wollen hunderte Kommunen und viele Bundesländer aufnehmen, dürfen aber nicht.\nEvakuiert die Lager! #LeaveNoOneBehind"
2942,Welche Option soll gegen die #COVID19 Pandemie gezogen werden?
2943,Keine Priorisierung mehr: Astrazeneca-Impfstoff wird freigegeben 
2944,"Liebe Journalist*innen, nun zerren Sie bitte all jene ins Licht, die bis vor kurzem noch verkündeten, die Krankenhäuser seien für eine zweite #COVID19-Welle gut gerüstet:\nKliniken: Zahl der verfügbaren Intensivbetten in Deutschland geringer als gedacht. "
2945,Wie geboostert und 1 Monat Ausfall.\nWas sagt uns das ?\n#HeinerULTRAS 
2946,"Lieber @username , wir wollen keinen Schutz VOM Staat gegen Erkältungsviren.\n\nSondern Schutz VOR dem Staat gegen Übergriffe wie Lockdowns und #Impfpflicht.\n "
2947,"Von #COVID19 weiss man inzwischen, dass es zu Hodenentzündungen und Unfruchtbarkeit führen kann, scheint die Impflügner nicht zu interessieren; stattdessen werden dieselben Lügen ausgepackt, die schon bei der #Krebs-präventiven #HPV-Impfung funktioniert haben. \nEcht gefährlich!"
2948,bei denen die neuen bivalenten Impfstoffe WT/BA.1 und WT/BA.5 voraussichtlich nicht sehr wirksam sein werden und alle klinisch verfügbaren Antikörper-Medikamente unwirksam sind. \n\n#CovidIsNotOver #COVID19 #CovidIsntOver #SARSCoV2 #Omicron #VorbilderTragenMaske #MassDisablingEvent 
2949,"Hier die Liste der mRNA-Nebenwirkungen, die Pfizer 75 Jahre lang unter Verschluss halten wollte, aber nun auf richterliche Anordnung veröffentlicht. Hiernach kann auch COVID-19 eine der Nebenwirkungen sein. "
2950,"Frei nach Thomas Pueyo in seinem Essay „Coronavirus - Game Over“ ist daher festzuhalten:\n\nEs wird nicht mehr besser als jetzt. Lebe so, wie Du es bereit bist, die nächsten Jahre zu leben. Gehe raus, lebe!\n\nHört auf, den Einhörnern nachzujagen.\n#StopChasingUnicorns 4/4"
2951,"In Schweden wird die Existenz von COVID-19 mittlerweile komplett geleugnet. Selbst Krankenhauspersonal muss keine Maske mehr tragen. Das Land feiert, als wäre es gerade vom Nationalsozialismus befreit worden. "
2952," Die CDC gibt bekannt, dass 51.000 Herzinfakt-Tote (versehentlich) als COVID-19 Tote klassifiziert wurden.\n\nDas wären dann bereits 1/4 aller amerikanischen COVID-19 Toten.\n\n "
2953,"Warum *denkt* man das? \n\n(aus einem Essay von J. Offir)\n\nJemand fragte kürzlich auf Twitter, warum die Menschen sich mehr darüber aufregen, dass andere sich sichtbar vor Covid schützen (was als ""zu viel"" empfunden wird), als über den Tod und die Behinderung,…\n\n#COVID19 #Corona"
2954,"Wer wie @username konsequent Fakten zu #COVID19 veröffentlicht, wird angefeindet. Dabei liegt auf der Hand, d sinkende Inzidenzen mit #Schulferien u Wegfall nahezu sämtlicher Eindämmungs-Maßnahmen zusammenhängen. Dabei wird kaum noch getestet, Zahlen dürften viel höher sein. "
2955,Sehr tiefgehende und lesenswerte Recherche der Wissenschaftsjournalistin @username zur #Covid19-Lage in der neuen Ausgabe der @username // @username 
2956,JEDER HAT DAS RECHT ZU REISEN \n\naber dazu gehört auch Temperaturmessung und der #COVID19 Test vor dem Einstieg ins Flugzeug und beim Ausstieg am Flughafen\n#Zwangsquarantäne für alle positiv Getesteten direkt am Flughafen (Hotel)
2957,Nur jeder 5. #Corona-Patient ist stationär behandelt worden; davon wiederum musste jeder 4. in ein für #COVID19 geeignetes #Krankenhaus verlegt werden. Insgesamt sind in 22% der stationär versorgten COVID-Patienten verstorben - genauso viele wie in . \n 
2958,Hier der Link zum Artikel:\n\n der Link zur Studie:\n\n #LongCovidKids #COVID19 #Corona #Omicron #diemaskebleibtauf #VorbilderTragenMaske #MassDisablingEvent #ProtectTheKids #SARSCoV2
2959,"Es wird nie mehr werden wie vor der „Pandemie“. Es werden viele VO und Gesetze, die wegen COVID-19 und Corona mit einer Sunset-Klausel beschlossen wurden, nicht zurückgenommen werden. Es wird bei jedem Virusfurz eine Pandemie ausgerufen und VO erlassen werden."
2960,"EIL: Für Länder, in denen sich besonders ansteckende Varianten des #Coronavirus stark ausgebreitet haben, gilt ab Samstag eine weitreichende #Einreisesperre. (1/2)"
2961,"Ein exzellenter Artikel über die Bedeutung von Aerosolen für die Virusverbreitung, der zeigt, dass wir uns mit der (alleinigen) Einhaltung der Abstandsregel in falscher Sicherheit wiegen. Die Lüftung ist entscheidend. Das wird vielerorts völlig ignoriert. "
2962,"Auslastung der #Intensivkapazitäten auf Kreisebene von heute Rot ist kritisch, da &lt; 10 %. In vielen Regionen ist es bereits JETZT kritisch. Verlegungen über Kreisebene sind im Alltag nicht einfach. #COVID19 nimmt aktuell richtig Fahrt auf, Trend \n\n #ImpfenSchuetzt "
2963,"Zieht einfach eure FFP2 auf, egal ob mit oder ohne offizielle Empfehlung. Selbst nicht ganz korrekt getragen schützt sie immer noch sehr gut, viel besser als eine labberige OP-Maske. Nicht vergessen: Perfect is the enemy of good! #SARSCoV2 #COVID19 #Schweiz "
2964,- mögen sie alle nach Schweden oder in die USA auswandern und Covid-19 nach schwerem Verlauf letztlich überleben.
2965,Das Klinikum St. Georg bündelt Kräfte für Corona-Stationen - die Notaufnahme des Robert-Koch-Klinikums in Grünau ist bis auf weiteres geschlossen. #coronavirus\n 
2966,"Die #UniMarburg erhält 4,5 Millionen Euro im Rahmen von REACT-EU der Europäischen Union. Damit werden u.a. Studien zu neuen Therapie- und Behandlungsmöglichkeiten von COVID19 sowie zur klimaneutralen Energiegewinnung und -speicherung umgesetzt. "
2967,"Als Berlin-Neukölln vor Monaten ein früher Coronahotspot mit Höchstzahlen war, wurde viel über die Rolle von nicht-weißen Großfamilien diskutiert.\n\nWeiß man schon etwas über die Familienstrukturen in der Hochrisikozone #Hildburghausen? \n#COVID19 #Corona"
2968,"So super, dass alle mithelfen, die Pandemie in den Griff zu bekommen. Wirklich. \n "
2969,"Coronavirus - Kritik an Streeck-Papier gegen Shutdown nimmt zu (via @username ... ein Schelm, der Böses denkt beim Blick auf die hinzugewonnenen Unterzeichner ... liebe ⁦@username war das ein Scherz oder ist das wirklich so? "
2970,"Angenommen ich bin 12 Jahre alt. Ungeimpft, und hatte schon 3 mal Corona. Dann kommt beim „Impfcheck“ raus ich soll mich 2 mal impfen lassen. Auf welcher wissenschaftlichen Grundlage beruht das? @username @username \n\n "
2971,Deutschland #COVID19 Fälle: 123.097\nDavon werden in etwa 10% #GrauslichChronischKrank.\nDemnach heutige geschätzte neue \n#LongCovid Fälle: \n\n12.309\n\n#CovidIsNotOver #NieWiederUnsichtbar #massdisablingevent 
2972,"Und wo wir gerade schon dabei sind. #Impfpflicht, Bill Gates, 15. Mai... \n\nIn Verschwörungskreisen wird behauptet, dass ein neues Gesetz eine Corona-Impfpflicht bringe. \n\nWarum das nicht stimmt, erläutern wir in einem weiteren @username \n "
2973," ️Anders als bei #Masken, die als #Medizinprodukt oder persönliche Schutzausrüstung auf dem Markt sind, liegt für selbst hergestellte Mund-Nasen-Bedeckungen in der Regel kein Nachweis einer Schutzwirkung vor. Dies bedeutet jedoch nicht, dass sie wirkungslos sind. #coronavirus "
2974,"Es muss korrekt Sars-Cov-2 heißen. So heißt das Virus. Covid-19 ist dann die Krankheit, du Dummerchen. Und die These ist echt steil. War aber ein tolles Spiel und Tagesthemen hat hier korrekt berichtet. Freu mich!"
2975,Die #Coronavirus-Impfstoff-Logistik klemmt nicht nur in den #USA gehörig. Auch in Deutschland ist die Lage... bedrückend bescheiden. /MS 
2976,"Mich wundert nix mehr: #SächsVBl veröffentlicht im 11/20 Artikel, der schon im ersten Satz #Covid_19 als „nicht wesentlich schlimmer als Grippe“ bezeichnet. Und in der Redaktion sitzt Dehoust, Richter am #OVGBautzen im 6. Senat zuständig für ... VersammlungsR (und AsylR) #le0711 "
2977,"#LongCovid #Kinderimpfung #STIKO\nStudien m. Kontrollgruppe zeigen, dass LongCovid bei Kids KEIN messbares Problem ist. Und in D stehen 24 Myokarditisfälle nach Impfung 1 Fall nach COVID-19 gegenüber. \nEinzig logisches Fazit: WIR MÜSSEN DRINGEND ALLE (!!!) KINDER IMPFEN! "
2978,"6 Wochen für Erholung einplanen\n#LongCovid-Prophylaxe: Ruhe bitte!\n\nHat man sich #SARSCoV2 einmal eingefangen, sollte man vor allem eines tun: Schwelende Entzündungen ausheilen lassen.\nDie beste Methode, Long Covid zu vermeiden, sei es,…\n\n#IsolationspflichtMussBleiben #COVID19 "
2979,Man sollte eh mal 4 Wochen die Schulen schliessen und DANN die Inzidenzen von #covid19 Ansteckungsnachweisen messen. Aber auf so eine statisch simple Idee kommt das @username natürlich nicht. 
2980,"Die 1. Massnahme müsste sein, daß Beamte +Politiker 40% ihrer Bezüge reduzieren, entsprechend der Einbußen der Gesamtbevölkerung durch #Covid19.\nSie haben es seit 2013 versäumt, das RKI-Krisenpapier umzusetzen \n "
2981,Der Bundesgesundheitsminister fordert sofortigen Lockdown.\n\nKarl Lauterbach fordert sofortigen Lockdown.\n\nWissenschaftler fordern sofortigen Lockdown.\n\nVerband der Intensivmediziner fordert sofortigen Lockdown.\n\nAUF WESSEN RAT WARTET IHR?\nBATMAN?!\n\n#COVID19 #harterLockdownJetzt
2982,Hospitalisierungen im Kt Zürich trotz rückläufiger Fallzahlen im Anstieg. 
2983,"#Coronavirus in #Nürnberg - die Zahlen des @username vom 19.5.:\n Sieben-Tage-Inzidenz: 97,4 \n Fälle gesamt: 33.283 \n Verstorben: 926\n\nDie Krankenhaus-Zahlen von heute:\n #COVID19-Patienten Normalstation: 75 (-1)\n COVID-19-Patienten Intensivstation: 41 (-2)"
2984,"Der Betrieb der Schulen bleibt in #Hamburg auch nach den Weihnachtsferien eingeschränkt. Die Infektionszahlen seien weiterhin hoch, erklärte der Senat. Präsenzunterricht startet womöglich erst ab Februar. #Coronavirus\n "
2985,Das „Coronavirus-Update“ geht ab 1. September weiter - und erhält Verstärkung: Künftig wird sich die Frankfurter Virologin @username wochenweise mit @username abwechseln. @username @username \n\nMehr Infos \n 
2986,Die Verhältnissmässigkeit stimmt nicht !! 
2987,"Das ist Prof. Dr, Werner Müller.\nOffenbar hochgebildet.\nTrotzdem ein #CoroNazi.\nJetzt liegt er im Krankenhaus.\nErkrankt an Covid19.\nBekommt kaum Luft.\nEinsicht 0,0.\nVielleicht wird er sterben.\nIch hoffe er wird wider gesund.\nKörperlich und geistig.\n\n "
2988,"Mich wundert nix mehr: #SächsVBl veröffentlicht im 11/20 Artikel, der schon im ersten Satz #Covid_19 als „nicht wesentlich schlimmer als Grippe“ bezeichnet. Und in der Redaktion sitzt Dehoust, Richter am #OVGBautzen im 6. Senat zuständig für ... VersammlungsR (und AsylR) #le0711 "
2989,#Erpressung im Trotz. #lauterbach verkennt die Kraft unserer #Demokratie und ignoriert Zahlen (ca. 90 % der über 60-jährigen sind bereits freiwillig geimpft) und Wissenschaft (z. B. beim Genesenenstatus) #COVID19 
2990,"Absolut! In dieser Liste stehen sie ganz oben auf der Gefährdungsliste im Bereich ""Gesundheit, Soziales, Lehre und Erziehung"". "
2991,"Hass und Hetze gegenüber Ungeimpften war immer falsch und natürlich muss das aufgearbeitet werden, um auf die kommenden Herausforderungen besser vorbereitet zu sein Wir müssen über die „Tyrannei der Ungeimpften“ reden via @username #corona #coronavirus "
2992,"In Großbritannien breitet sich die neue Variante des Coronavirus unkontrolliert aus. Die Regierung fleht die Bevölkerung an, sich endlich an die Maßnahmen zu halten. "
2993,"➦ Corona: So plant Spahn den Impf-Start - BR24\n\n» Corona: So plant Spahn den Impf-Start  BR24WELT INTERVIEW: Jens Spahn ""Wer nicht über 80 ist, muss sich gedulden""  WELT NachrichtensenderCorona News: Macron positiv auf Coronavirus getestet  Südd\n \n "
2994,Das wurde deshalb noch geändert. Erst ab 15 Jahren muss der Schülerausweis mitgeführt werden.\nEr gilt übrigens sogar als PCR-Test. Wenn ich das richtig verstehe dürfen Berufsschüler also sogar ungetestet in Clubs. \n 
2995,Hammer bitte lesen. \n#CoronaVirusDE #Impfung #COVID19 
2996,Der Bundesgesundheitsminister fordert sofortigen Lockdown.\n\nKarl Lauterbach fordert sofortigen Lockdown.\n\nWissenschaftler fordern sofortigen Lockdown.\n\nVerband der Intensivmediziner fordert sofortigen Lockdown.\n\nAUF WESSEN RAT WARTET IHR?\nBATMAN?!\n\n#COVID19 #harterLockdownJetzt
2997,"#Großbritannien führt großflächig Covid-#Antikörper-Tests ein. Das Land will herausfinden, wieviel Selbstschutz Menschen nach einer Infektion mit verschiedenen Coronavirus-Varianten aufbauen. #Corona-News aus aller Welt "
